title,url,year,tags,decade,urlMinusVaultId,isMusical,isComedy,isDrama,isPlay,tags_simplified,description,qasset,weeks
One Act Variety Theatre,/production/one-act-variety-theatre-provincetown-playhouse-vault-0000009840,1939,Broadway/One Act/Original/Play,1930,/production/one-act-variety-theatre-provincetown-playhouse,False,False,False,True,Other,,00000150-aea6-d936-a7fd-eef600ca0000,0
A Case of Youth,/production/a-case-of-youth-national-theatre-vault-0000002849,1939,Broadway/Comedy/Original,1930,/production/a-case-of-youth-national-theatre,False,True,False,False,Broadway/Comedy/Original,,00000150-aea2-d936-a7fd-eef6cad10000,0
Separate Rooms,/production/separate-rooms-maxine-elliotts-theatre-vault-0000008573,1939,Broadway/Comedy/Original/Play,1930,/production/separate-rooms-maxine-elliotts-theatre,False,True,False,True,Broadway/Comedy/Original/Play,,00000150-aea5-d936-a7fd-eef542c80003,0
Mamba's Daughters,/production/mambas-daughters-broadway-theatre-vault-0000012366,1939,Broadway/Drama/Original,1930,/production/mambas-daughters-broadway-theatre,False,False,True,False,Broadway/Drama/Original,,00000150-aea7-d936-a7fd-eef7c3260001,0
Liliom,/production/liliom-44th-street-theatre-vault-0000011438,1939,Broadway/Play,1930,/production/liliom-44th-street-theatre,False,False,False,True,Other,,00000150-aea6-d936-a7fd-eef6dd850003,0
Ladies in Retirement,/production/ladies-in-retirement-henry-millers-theatre-vault-0000013561,1939,Broadway/Drama,1930,/production/ladies-in-retirement-henry-millers-theatre,False,False,True,False,Other,"In a cheery old cottage lives the ex-courtesan, Leonora, and her housekeeper-companion. The companion, obsessed with the need to protect her two dotty sisters, devises a terrifying solution for her problem. This is a 1930's suspense classic that combines the tension of the detective mystery with the terror of a ghost story.",00000150-aea8-d936-a7fd-eefc2a660002,0
Lady in Waiting,/production/lady-in-waiting-martin-beck-theatre-vault-0000008316,1939,Broadway/Comedy/Original/Play,1930,/production/lady-in-waiting-martin-beck-theatre,False,True,False,True,Broadway/Comedy/Original/Play,,00000150-aea5-d936-a7fd-eef534ab0000,0
The Scene of the Crime,/production/the-scene-of-the-crime-fulton-theatre-vault-0000004545,1939,Broadway/Drama/Original,1930,/production/the-scene-of-the-crime-fulton-theatre,False,False,True,False,Broadway/Drama/Original,,00000150-aea3-d936-a7fd-eef752780001,0
King Richard II,/production/king-richard-ii-st-james-theatre-vault-0000004238,1939,Broadway/Opera,1930,/production/king-richard-ii-st-james-theatre,False,False,False,False,Other,The thoughtful but weak English King Richard II loses his throne to Henry Bolingbroke in William Shakespeare's play.,00000150-aea3-d936-a7fd-eef752660001,0
An International Incident,/production/an-international-incident-ethel-barrymore-theatre-vault-0000004422,1939,Broadway/Comedy/Original,1930,/production/an-international-incident-ethel-barrymore-theatre,False,True,False,False,Broadway/Comedy/Original,,00000150-aea3-d936-a7fd-eef752790005,0
Higher and Higher,/production/higher-and-higher-shubert-theatre-vault-0000010544,1939,Broadway/Musical/Original,1930,/production/higher-and-higher-shubert-theatre,True,False,False,False,Broadway/Musical/Original,,00000150-aea6-d936-a7fd-eef6815d0007,0
Suspect,/production/suspect-playhouse-theatre-vault-0000009425,1939,Broadway/Drama/Original/Play,1930,/production/suspect-playhouse-theatre,False,False,True,True,Broadway/Drama/Original/Play,,00000150-aea5-d936-a7fd-eef5cb000002,0
Medicine Show,/production/medicine-show-new-yorker-theatre-vault-0000004929,1939,Broadway/Original/Play,1930,/production/medicine-show-new-yorker-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea3-d936-a7fd-eef7ad5d0000,0
Morning Star,/production/morning-star-longacre-theatre-vault-0000006966,1939,Broadway/Comedy/Original/Play,1930,/production/morning-star-longacre-theatre,False,True,False,True,Broadway/Comedy/Original/Play,,00000150-aea4-d936-a7fd-eef4c4a10000,0
Heavenly Express,/production/heavenly-express-national-theatre-vault-0000002848,1939,Broadway/Original/Play,1930,/production/heavenly-express-national-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea2-d936-a7fd-eef6db290000,0
There Shall Be No Night,/production/there-shall-be-no-night-alvin-theatre-vault-0000000945,1939,Broadway/Original/Play,1930,/production/there-shall-be-no-night-alvin-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea2-d936-a7fd-eef607c20002,0
Love's Old Sweet Song,/production/loves-old-sweet-song-plymouth-theatre-vault-0000009663,1939,Broadway/Comedy/Original/Play,1930,/production/loves-old-sweet-song-plymouth-theatre,False,True,False,True,Broadway/Comedy/Original/Play,,00000150-aea6-d936-a7fd-eef600da0006,0
Grey Farm,/production/grey-farm-hudson-theatre-vault-0000005870,1939,Broadway/Drama/Original,1930,/production/grey-farm-hudson-theatre,False,False,True,False,Broadway/Drama/Original,,00000150-aea3-d936-a7fd-eef7ea450004,0
Out from Under,/production/out-from-under-biltmore-theatre-vault-0000001589,1939,Broadway/Original,1930,/production/out-from-under-biltmore-theatre,False,False,False,False,Broadway/Original,,00000150-aea2-d936-a7fd-eef62ef50004,0
The Strangler Fig,/production/the-strangler-fig-lyceum-theatre-vault-0000007212,1939,Broadway/Original/Play,1930,/production/the-strangler-fig-lyceum-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea4-d936-a7fd-eef4deca0005,0
Romeo and Juliet,/production/romeo-and-juliet-51st-street-theatre-vault-0000005833,1939,Broadway/Tragedy,1930,/production/romeo-and-juliet-51st-street-theatre,False,False,False,False,Other,Teenagers Romeo and Juliet fall for each other despite their warring families in Verona. Their passionate romance leads to tragedy in William Shakespeare's tale of forbidden love.,00000150-aea3-d936-a7fd-eef7ea370002,0
The Return of the Vagabond,/production/the-return-of-the-vagabond-national-theatre-vault-0000002847,1939,Broadway/Comedy/Original,1930,/production/the-return-of-the-vagabond-national-theatre,False,True,False,False,Broadway/Comedy/Original,,00000150-aea2-d936-a7fd-eef6cad00004,0
At the Stroke of Eight,/production/at-the-stroke-of-eight-belasco-theatre-vault-0000010882,1939,Broadway/Drama/Original,1930,/production/at-the-stroke-of-eight-belasco-theatre,False,False,True,False,Broadway/Drama/Original,,00000150-aea6-d936-a7fd-eef6816b0008,0
Keep Off the Grass,/production/keep-off-the-grass-broadhurst-theatre-vault-0000002119,1939,Broadway/Original/Revue,1930,/production/keep-off-the-grass-broadhurst-theatre,False,False,False,False,Other,,00000150-ae93-d936-a7fd-eef749aa0000,0
Russian Bank,/production/russian-bank-st-james-theatre-vault-0000004237,1939,Broadway/Comedy/Original,1930,/production/russian-bank-st-james-theatre,False,True,False,False,Broadway/Comedy/Original,,00000150-aea3-d936-a7fd-eef7473c0001,0
Louisiana Purchase,/production/louisiana-purchase-imperial-theatre-vault-0000006072,1939,Broadway/Musical/Original,1930,/production/louisiana-purchase-imperial-theatre,True,False,False,False,Broadway/Musical/Original,,00000150-aea4-d936-a7fd-eef436a50001,0
Love for Love,/production/love-for-love-hudson-theatre-vault-0000005869,1940,Broadway/Comedy/Play,1940,/production/love-for-love-hudson-theatre,False,True,False,True,Other,"The playboy Valentine prepares, at least nominally, to give up his inheritance in order to continue an irresponsible life and to court the beautiful Angelica, in William Congreve's Restoration comedy and social satire.",00000150-aea3-d936-a7fd-eef7ea450003,0
Walk with Music,/production/walk-with-music-ethel-barrymore-theatre-vault-0000004421,1940,Broadway/Musical/Original,1940,/production/walk-with-music-ethel-barrymore-theatre,True,False,False,False,Broadway/Musical/Original,,00000150-aea3-d936-a7fd-eef752790003,0
Kind Lady,/production/kind-lady-playhouse-theatre-vault-0000009424,1940,Broadway/Play,1940,/production/kind-lady-playhouse-theatre,False,False,False,True,Other,,00000150-aea5-d936-a7fd-eef5e5e30003,0
Sim Sala Bim,/production/sim-sala-bim-morosco-theatre-vault-0000002466,1940,Broadway/Original/Special,1940,/production/sim-sala-bim-morosco-theatre,False,False,False,False,Other,,00000150-ae98-d936-a7fd-eefc62da0002,0
Jupiter Laughs,/production/jupiter-laughs-biltmore-theatre-vault-0000001588,1940,Broadway/Original/Play,1940,/production/jupiter-laughs-biltmore-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea2-d936-a7fd-eef62ef50003,0
Hold on to Your Hats,/production/hold-on-to-your-hats-shubert-theatre-vault-0000010543,1940,Broadway/Musical/Original,1940,/production/hold-on-to-your-hats-shubert-theatre,True,False,False,False,Broadway/Musical/Original,,00000150-aea6-d936-a7fd-eef6815d0004,0
Johnny Belinda,/production/johnny-belinda-belasco-theatre-vault-0000010881,1940,Broadway/Drama/Original/Play,1940,/production/johnny-belinda-belasco-theatre,False,False,True,True,Broadway/Drama/Original/Play,,00000150-aea6-d936-a7fd-eef6b8da0000,0
The Gondoliers,/production/the-gondoliers-44th-street-theatre-vault-0000011437,1940,Broadway,1940,/production/the-gondoliers-44th-street-theatre,False,False,False,False,Broadway,,00000150-aea6-d936-a7fd-eef6ecfa0003,0
Boys and Girls Together,/production/boys-and-girls-together-broadhurst-theatre-vault-0000002118,1940,Broadway/Original/Revue,1940,/production/boys-and-girls-together-broadhurst-theatre,False,False,False,False,Other,,00000150-ae93-d936-a7fd-eef749aa0001,0
The Mikado,/production/the-mikado-44th-street-theatre-vault-0000011436,1940,Broadway/Operetta,1940,/production/the-mikado-44th-street-theatre,False,False,False,False,Other,"The son of the Mikado of Japan disguises himself as a wandering minstrel to woo the fair Yum-Yum, who is scheduled to marry the Lord High Executioner, in Gilbert and Sullivan's satirical operetta.",00000150-aea6-d936-a7fd-eef6dd850002,0
Journey to Jerusalem,/production/journey-to-jerusalem-national-theatre-vault-0000002846,1940,Broadway/Drama/Original,1940,/production/journey-to-jerusalem-national-theatre,False,False,True,False,Broadway/Drama/Original,,00000150-aea2-d936-a7fd-eef6db290001,0
The Pirates of Penzance,/production/the-pirates-of-penzance-44th-street-theatre-vault-0000011435,1940,Broadway/Comedy/Musical/Operetta,1940,/production/the-pirates-of-penzance-44th-street-theatre,True,True,False,False,Other,"Young Frederic has turned 21 and thus completed his apprenticeship to a band of kindhearted pirates.  He falls for Mabel, the lovely daughter of law-enforcer Major-General Stanley, only to learn that his birthday falls on Feb. 29, which means he is technically still a pirate.",00000150-aea6-d936-a7fd-eef6ecfa0002,0
It Happens on Ice,/production/it-happens-on-ice-center-theatre-vault-0000013276,1940,Broadway/Original/Special,1940,/production/it-happens-on-ice-center-theatre,False,False,False,False,Other,,00000150-aea8-d936-a7fd-eefc41a90004,0
Boyd's Daughter,/production/boyds-daughter-booth-theatre-vault-0000001793,1940,Broadway/Comedy/Original/Play,1940,/production/boyds-daughter-booth-theatre,False,True,False,True,Broadway/Comedy/Original/Play,,00000150-aea2-d936-a7fd-eef679880001,0
Ballet Russe de Monte Carlo,/production/ballet-russe-de-monte-carlo-51st-street-theatre-vault-0000005832,1940,Broadway/Dance,1940,/production/ballet-russe-de-monte-carlo-51st-street-theatre,False,False,False,False,Other,,00000150-aea3-d936-a7fd-eef7ea370001,0
Blind Alley,/production/blind-alley-windsor-theatre-vault-0000000233,1940,Broadway/Drama/Play,1940,/production/blind-alley-windsor-theatre,False,False,True,True,Other,,00000150-ae98-d936-a7fd-eefc621d0003,0
Charley's Aunt,/production/charleys-aunt-cort-theatre-vault-0000003604,1940,Broadway/Comedy/Farce/Play,1940,/production/charleys-aunt-cort-theatre,False,True,False,True,Other,,00000150-aea3-d936-a7fd-eef7024f0000,0
George Washington Slept Here,/production/george-washington-slept-here-lyceum-theatre-vault-0000007211,1940,Broadway/Comedy/Original/Play,1940,/production/george-washington-slept-here-lyceum-theatre,False,True,False,True,Broadway/Comedy/Original/Play,,00000150-aea4-d936-a7fd-eef4ac250005,0
Cabin in the Sky,/production/cabin-in-the-sky-martin-beck-theatre-vault-0000008315,1940,Broadway/Musical/Original,1940,/production/cabin-in-the-sky-martin-beck-theatre,True,False,False,False,Broadway/Musical/Original,,00000150-aea5-d936-a7fd-eef534aa0004,0
Tis of Thee,/production/tis-of-thee-maxine-elliotts-theatre-vault-0000008572,1940,Broadway/Musical/Original/Revue,1940,/production/tis-of-thee-maxine-elliotts-theatre,True,False,False,False,Other,,00000150-aea5-d936-a7fd-eef542c70005,0
Suzanna and the Elders,/production/suzanna-and-the-elders-morosco-theatre-vault-0000002465,1940,Broadway/Comedy/Original,1940,/production/suzanna-and-the-elders-morosco-theatre,False,True,False,False,Broadway/Comedy/Original,,00000150-ae98-d936-a7fd-eefc62bb0001,0
Suzanna and the Elders,/production/suzanna-and-the-elders-morosco-theatre-vault-0000002464,1940,Broadway/Comedy/Original,1940,/production/suzanna-and-the-elders-morosco-theatre,False,True,False,False,Broadway/Comedy/Original,,00000150-ae98-d936-a7fd-eefc62d90001,0
Panama Hattie,/production/panama-hattie-46th-street-theatre-vault-0000003143,1940,Broadway/Musical/Original,1940,/production/panama-hattie-46th-street-theatre,True,False,False,False,Broadway/Musical/Original,,00000150-aea2-d936-a7fd-eef6db380004,0
Return Engagement,/production/return-engagement-john-golden-theatre-vault-0000008495,1940,Broadway/Original/Play,1940,/production/return-engagement-john-golden-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea5-d936-a7fd-eef542bf0003,0
"Original Ballet Russe, Colonel De Basil's",/production/original-ballet-russe-colonel-de-basils-51st-street-theatre-vault-0000005831,1940,Broadway/Original/Special,1940,/production/original-ballet-russe-colonel-de-basils-51st-street-theatre,False,False,False,False,Other,,00000150-aea3-d936-a7fd-eef7ea370000,0
Beverly Hills,/production/beverly-hills-fulton-theatre-vault-0000004544,1940,Broadway/Original/Play,1940,/production/beverly-hills-fulton-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea3-d936-a7fd-eef752780000,0
"Quiet, Please!",/production/quiet-please-guild-theatre-vault-0000005351,1940,Broadway/Original/Play,1940,/production/quiet-please-guild-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea3-d936-a7fd-eef7ad6f0000,0
Glamour Preferred,/production/glamour-preferred-booth-theatre-vault-0000001792,1940,Broadway/Original/Play,1940,/production/glamour-preferred-booth-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea2-d936-a7fd-eef679880000,0
Twelfth Night,/production/twelfth-night-st-james-theatre-vault-0000004236,1940,Broadway/Comedy,1940,/production/twelfth-night-st-james-theatre,False,True,False,False,Other,"Mistaken identity, wild characters and unusual courtships are all combined in one of Shakespeare's most popular comedies.",00000150-aea3-d936-a7fd-eef752700008,2
Horse Fever,/production/horse-fever-mansfield-theatre-vault-0000008112,1940,Broadway/Original/Play,1940,/production/horse-fever-mansfield-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea5-d936-a7fd-eef542b90008,0
The Corn Is Green,/production/the-corn-is-green-national-theatre-vault-0000002845,1940,Broadway/Original,1940,/production/the-corn-is-green-national-theatre,False,False,False,False,Broadway/Original,A Welsh schoolteacher fights to nurture the writing talent in a local miner.,00000150-aea2-d936-a7fd-eef6cad00003,0
Fledgling,/production/fledgling-hudson-theatre-vault-0000005868,1940,Broadway/Original/Play,1940,/production/fledgling-hudson-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea3-d936-a7fd-eef7ea450002,0
Romantic Mr. Dickens,/production/romantic-mr-dickens-playhouse-theatre-vault-0000009423,1940,Broadway/Original/Play,1940,/production/romantic-mr-dickens-playhouse-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea5-d936-a7fd-eef5cb000001,0
Delicate Story,/production/delicate-story-henry-millers-theatre-vault-0000013553,1940,Broadway/Play,1940,/production/delicate-story-henry-millers-theatre,False,False,False,True,Other,,00000150-aea8-d936-a7fd-eefc3a330004,0
Mum's the Word,/production/mums-the-word-belmont-theatre-vault-0000008992,1940,Broadway/Original/Special,1940,/production/mums-the-word-belmont-theatre,False,False,False,False,Other,,00000150-aea5-d936-a7fd-eef5855e0001,0
Every Man for Himself,/production/every-man-for-himself-guild-theatre-vault-0000005350,1940,Broadway/Original/Play,1940,/production/every-man-for-himself-guild-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea3-d936-a7fd-eef7ad6e0004,0
Retreat to Pleasure,/production/retreat-to-pleasure-belasco-theatre-vault-0000010880,1940,Broadway/Original/Play,1940,/production/retreat-to-pleasure-belasco-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea6-d936-a7fd-eef6816b0005,0
Cue for Passion,/production/cue-for-passion-royale-theatre-vault-0000010302,1940,Broadway/Original/Play,1940,/production/cue-for-passion-royale-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea6-d936-a7fd-eef6814c0006,0
The Old Foolishness,/production/the-old-foolishness-windsor-theatre-vault-0000000232,1940,Broadway/Original,1940,/production/the-old-foolishness-windsor-theatre,False,False,False,False,Broadway/Original,,00000150-ae98-d936-a7fd-eefc623b0002,0
Old Acquaintance,/production/old-acquaintance-morosco-theatre-vault-0000002463,1940,Broadway/Musical/Original,1940,/production/old-acquaintance-morosco-theatre,True,False,False,False,Broadway/Musical/Original,"Two childhood friends have grown into successful authors — one a critical darling and the other a prolific bestseller. When they reunite as adults, their simmering professional jealousy tests the boundaries of friendship and manners.",00000150-ae98-d936-a7fd-eefc62ae0003,0
Pal Joey,/production/pal-joey-ethel-barrymore-theatre-vault-0000004420,1940,Broadway/Musical/Original,1940,/production/pal-joey-ethel-barrymore-theatre,True,False,False,False,Broadway/Musical/Original,"Joey, a second-rate Chicago entertainer, two-times a married society dame and a naïve chorus girl. Based on the novel by John O'Hara and scored by Rodgers & Hart.",00000150-aea3-d936-a7fd-eef752790001,0
Meet the People,/production/meet-the-people-mansfield-theatre-vault-0000008111,1940,Broadway/Musical/Original/Revue,1940,/production/meet-the-people-mansfield-theatre,True,False,False,False,Other,,00000150-aea5-d936-a7fd-eef542b90006,0
My Sister Eileen,/production/my-sister-eileen-biltmore-theatre-vault-0000001587,1940,Broadway/Original/Play,1940,/production/my-sister-eileen-biltmore-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea2-d936-a7fd-eef62ef50002,0
Ruth Draper,/production/ruth-draper-booth-theatre-vault-0000001791,1940,Broadway/Musical/Original/Revue/Special,1940,/production/ruth-draper-booth-theatre,True,False,False,False,Other,,00000150-aea2-d936-a7fd-eef679870004,0
All in Fun,/production/all-in-fun-majestic-theatre-vault-0000007876,1940,Broadway/Musical/Original/Revue,1940,/production/all-in-fun-majestic-theatre,True,False,False,False,Other,,00000150-aea5-d936-a7fd-eef542a80000,0
The Flying Gerardos,/production/the-flying-gerardos-playhouse-theatre-vault-0000009422,1940,Broadway/Original/Play,1940,/production/the-flying-gerardos-playhouse-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea5-d936-a7fd-eef5e5e30002,0
Flight to the West,/production/flight-to-the-west-guild-theatre-vault-0000005349,1940,Broadway/Original/Play,1940,/production/flight-to-the-west-guild-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea3-d936-a7fd-eef7ad6e0003,0
The Lady Who Came to Stay,/production/the-lady-who-came-to-stay-maxine-elliotts-theatre-vault-0000008571,1940,Broadway/Original/Play,1940,/production/the-lady-who-came-to-stay-maxine-elliotts-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea5-d936-a7fd-eef542c80000,0
First Stop to Heaven,/production/first-stop-to-heaven-windsor-theatre-vault-0000000231,1940,Broadway/Original/Play,1940,/production/first-stop-to-heaven-windsor-theatre,False,False,False,True,Broadway/Original/Play,,00000150-ae98-d936-a7fd-eefc621d0001,0
Eight O'Clock Tuesday,/production/eight-oclock-tuesday-henry-millers-theatre-vault-0000013554,1940,Broadway/Play,1940,/production/eight-oclock-tuesday-henry-millers-theatre,False,False,False,True,Other,,00000150-aea8-d936-a7fd-eefc3a340000,0
Night of Love,/production/night-of-love-hudson-theatre-vault-0000005867,1940,Broadway/Musical/Original,1940,/production/night-of-love-hudson-theatre,True,False,False,False,Broadway/Musical/Original,,00000150-aea3-d936-a7fd-eef7ea450001,0
Arsenic and Old Lace,/production/arsenic-and-old-lace-fulton-theatre-vault-0000004543,1940,Broadway/Comedy/Original,1940,/production/arsenic-and-old-lace-fulton-theatre,False,True,False,False,Broadway/Comedy/Original,"A drama critic must deal with his eccentric family, including two sweet aunts who cheerfully poison elderly men with elderberry wine.",00000150-aea3-d936-a7fd-eef752770005,0
Mr. and Mrs. North,/production/mr-and-mrs-north-belasco-theatre-vault-0000010879,1940,Broadway/Original/Play,1940,/production/mr-and-mrs-north-belasco-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea6-d936-a7fd-eef6b8d90004,0
The Cream in the Well,/production/the-cream-in-the-well-booth-theatre-vault-0000001790,1940,Broadway/Original/Play,1940,/production/the-cream-in-the-well-booth-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea2-d936-a7fd-eef679870003,0
Lady in the Dark,/production/lady-in-the-dark-alvin-theatre-vault-0000000944,1940,Broadway/Original,1940,/production/lady-in-the-dark-alvin-theatre,False,False,False,False,Broadway/Original,,00000150-aea2-d936-a7fd-eef607c20000,0
Crazy with the Heat,/production/crazy-with-the-heat-44th-street-theatre-vault-0000011434,1940,Broadway/Original/Revue,1940,/production/crazy-with-the-heat-44th-street-theatre,False,False,False,False,Other,,00000150-aea6-d936-a7fd-eef6dd850001,0
Tanyard Street,/production/tanyard-street-little-theatre-vault-0000006752,1940,Broadway/Original/Play,1940,/production/tanyard-street-little-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea4-d936-a7fd-eef470920004,0
Liberty Jones,/production/liberty-jones-shubert-theatre-vault-0000010542,1940,Broadway/Musical/Original,1940,/production/liberty-jones-shubert-theatre,True,False,False,False,Broadway/Musical/Original,,00000150-aea6-d936-a7fd-eef681620003,0
Boudoir,/production/boudoir-john-golden-theatre-vault-0000008494,1940,Broadway/Original/Play,1940,/production/boudoir-john-golden-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea5-d936-a7fd-eef534bd0001,0
Popsy,/production/popsy-playhouse-theatre-vault-0000009421,1940,Broadway/Original/Play,1940,/production/popsy-playhouse-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea5-d936-a7fd-eef5cb000000,0
Out of the Frying Pan,/production/out-of-the-frying-pan-windsor-theatre-vault-0000000230,1940,Broadway/Original,1940,/production/out-of-the-frying-pan-windsor-theatre,False,False,False,False,Broadway/Original,,00000150-ae98-d936-a7fd-eefc629b0002,0
The Ballet Theatre,/production/the-ballet-theatre-majestic-theatre-vault-0000007872,1940,Broadway/Musical/One Act/Original,1940,/production/the-ballet-theatre-majestic-theatre,True,False,False,False,Other,,00000150-aea5-d936-a7fd-eef542a70001,0
Claudia,/production/claudia-booth-theatre-vault-0000001789,1940,Broadway/Comedy/Original/Play,1940,/production/claudia-booth-theatre,False,True,False,True,Broadway/Comedy/Original/Play,,00000150-aea2-d936-a7fd-eef679870002,0
The Talley Method,/production/the-talley-method-henry-millers-theatre-vault-0000013555,1940,Broadway/Comedy,1940,/production/the-talley-method-henry-millers-theatre,False,True,False,False,Other,,00000150-aea8-d936-a7fd-eefc3a340001,0
Brooklyn Biarritz,/production/brooklyn-biarritz-royale-theatre-vault-0000010301,1940,Broadway/Original/Play,1940,/production/brooklyn-biarritz-royale-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea6-d936-a7fd-eef62f070001,0
The Doctor's Dilemma,/production/the-doctors-dilemma-shubert-theatre-vault-0000010541,1940,Broadway/Play,1940,/production/the-doctors-dilemma-shubert-theatre,False,False,False,True,Other,,00000150-aea6-d936-a7fd-eef6815d0002,0
They Walk Alone,/production/they-walk-alone-shubert-theatre-vault-0000010540,1940,Broadway/Original/Play,1940,/production/they-walk-alone-shubert-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea6-d936-a7fd-eef6815d0000,0
Five Alarm Waltz,/production/five-alarm-waltz-playhouse-theatre-vault-0000009420,1940,Broadway/Original/Play,1940,/production/five-alarm-waltz-playhouse-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea5-d936-a7fd-eef5e5e30001,0
The Trojan Women,/production/the-trojan-women-cort-theatre-vault-0000003603,1940,Broadway/Original/Play,1940,/production/the-trojan-women-cort-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea3-d936-a7fd-eef7024e0004,0
My Fair Ladies,/production/my-fair-ladies-hudson-theatre-vault-0000005866,1940,Broadway/Original/Play,1940,/production/my-fair-ladies-hudson-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea3-d936-a7fd-eef7ea450000,0
Native Son,/production/native-son-st-james-theatre-vault-0000004235,1940,Broadway/Drama/Original,1940,/production/native-son-st-james-theatre,False,False,True,False,Broadway/Drama/Original,,00000150-aea3-d936-a7fd-eef741450003,0
Gabrielle,/production/gabrielle-maxine-elliotts-theatre-vault-0000008570,1940,Broadway/Original/Play,1940,/production/gabrielle-maxine-elliotts-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea5-d936-a7fd-eef542c70004,0
Watch on the Rhine,/production/watch-on-the-rhine-martin-beck-theatre-vault-0000008314,1940,Broadway/Drama/Original/Play,1940,/production/watch-on-the-rhine-martin-beck-theatre,False,False,True,True,Broadway/Drama/Original/Play,"A peace activist exiled from pre-World War II Nazi Germany and a conservative Romanian unsure of how real a threat the Nazis pose meet in the Washington, D.C. home of the German's mother-in-law, in Lillian Hellman's tense drama.",00000150-aea5-d936-a7fd-eef542b90003,0
Your Loving Son,/production/your-loving-son-little-theatre-vault-0000006751,1940,Broadway/Original/Play,1940,/production/your-loving-son-little-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea4-d936-a7fd-eef470920003,0
Steps Leading Up,/production/steps-leading-up-cort-theatre-vault-0000003602,1940,Broadway/Original/Play,1940,/production/steps-leading-up-cort-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea3-d936-a7fd-eef7024e0003,0
The Night Before Christmas,/production/the-night-before-christmas-morosco-theatre-vault-0000002462,1940,Broadway/Original/Play,1940,/production/the-night-before-christmas-morosco-theatre,False,False,False,True,Broadway/Original/Play,,00000150-ae98-d936-a7fd-eefc62bb0002,0
The Beautiful People,/production/the-beautiful-people-lyceum-theatre-vault-0000007210,1940,Broadway/Original/Play,1940,/production/the-beautiful-people-lyceum-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea4-d936-a7fd-eef4deca0004,0
Not in Our Stars,/production/not-in-our-stars-cort-theatre-vault-0000003601,1940,Broadway/Original/Play,1940,/production/not-in-our-stars-cort-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea3-d936-a7fd-eef7024e0002,0
The Happy Days,/production/the-happy-days-henry-millers-theatre-vault-0000013556,1940,Broadway/Comedy,1940,/production/the-happy-days-henry-millers-theatre,False,True,False,False,Other,,00000150-aea8-d936-a7fd-eefc41b80000,0
Snookie,/production/snookie-john-golden-theatre-vault-0000008493,1941,Broadway/Original/Play,1940,/production/snookie-john-golden-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea5-d936-a7fd-eef542bf0001,0
It Happens on Ice,/production/it-happens-on-ice-center-theatre-vault-0000012009,1941,Broadway/Original/Special,1940,/production/it-happens-on-ice-center-theatre,False,False,False,False,Other,,00000150-aea7-d936-a7fd-eef732cd0002,0
Village Green,/production/village-green-henry-millers-theatre-vault-0000013550,1941,Broadway/Play,1940,/production/village-green-henry-millers-theatre,False,False,False,True,Other,,00000150-aea8-d936-a7fd-eefc72ff0000,0
The Wookey,/production/the-wookey-plymouth-theatre-vault-0000009661,1941,Broadway/Original/Play,1940,/production/the-wookey-plymouth-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea5-d936-a7fd-eef5e5ef0000,0
Brother Cain,/production/brother-cain-john-golden-theatre-vault-0000008492,1941,Broadway/Original/Play,1940,/production/brother-cain-john-golden-theatre,False,False,False,True,Broadway/Original/Play,,00000150-aea5-d936-a7fd-eef534bd0000,0
